"time","high","low","open","volumefrom","volumeto","close","symbol"
2017-09-22 02:00:00,0.1797,0.1668,0.1764,161398.3,28373.82,0.1758,"EGC"
2017-09-23 02:00:00,0.2235,0.1772,0.1849,721182.16,131976.34,0.183,"EGC"
2017-09-24 02:00:00,0.1983,0.1766,0.1772,172634.44,32593.38,0.1888,"EGC"
2017-09-25 02:00:00,0.2045,0.1903,0.2024,151739.19,29801.58,0.1964,"EGC"
2017-09-26 02:00:00,0.2024,0.1908,0.1944,215752.28,42158,0.1954,"EGC"
2017-09-27 02:00:00,0.2212,0.2098,0.2115,163240.48,34753.9,0.2129,"EGC"
2017-09-28 02:00:00,0.2505,0.2121,0.2121,361199.34,90444.31,0.2504,"EGC"
2017-09-29 02:00:00,0.3086,0.2225,0.249,2932834.45,734381.75,0.2504,"EGC"
2017-09-30 02:00:00,0.2933,0.2455,0.2616,1020929.82,253292.69,0.2481,"EGC"
2017-10-01 02:00:00,0.2573,0.2422,0.2505,359306.13,87023.94,0.2422,"EGC"
2017-10-02 02:00:00,0.2467,0.2229,0.2421,256515.38,57895.52,0.2257,"EGC"
2017-10-03 02:00:00,0.2282,0.2075,0.2213,241028.61,52471.93,0.2177,"EGC"
2017-10-04 02:00:00,0.2335,0.2008,0.2129,216630.01,44214.19,0.2041,"EGC"
2017-10-05 02:00:00,0.2123,0.1991,0.2091,136569.67,27587.07,0.202,"EGC"
2017-10-06 02:00:00,0.2576,0.2014,0.2043,826432.05,178178.75,0.2156,"EGC"
2017-10-07 02:00:00,0.231,0.2086,0.2188,404464.05,84371.2,0.2086,"EGC"
2017-10-08 02:00:00,0.2283,0.1986,0.2169,460782.33,93446.66,0.2028,"EGC"
2017-10-09 02:00:00,0.2192,0.1858,0.2101,279513.32,51933.57,0.1858,"EGC"
2017-10-10 02:00:00,0.2,0.1763,0.1852,149220.32,28441.39,0.1906,"EGC"
2017-10-11 02:00:00,0.2234,0.193,0.193,180589.64,38483.65,0.2131,"EGC"
2017-10-12 02:00:00,0.2445,0.2064,0.24,215547.54,46364.28,0.2151,"EGC"
2017-10-13 02:00:00,0.2249,0.1973,0.2232,172789.45,38462.93,0.2226,"EGC"
2017-10-14 02:00:00,0.23,0.2047,0.23,97461.58,21178.4,0.2173,"EGC"
2017-10-15 02:00:00,0.2304,0.2057,0.2122,105583.84,23629.66,0.2238,"EGC"
2017-10-16 02:00:00,0.2266,0.1958,0.2266,121913.21,25345.76,0.2079,"EGC"
2017-10-17 02:00:00,0.2181,0.1909,0.2021,147505.57,31064.67,0.2106,"EGC"
2017-10-18 02:00:00,0.2136,0.1964,0.2098,71203.22,14112.48,0.1982,"EGC"
2017-10-19 02:00:00,0.2513,0.1829,0.2025,817654.09,160014.91,0.1957,"EGC"
2017-10-20 02:00:00,0.2247,0.1844,0.2058,484818.56,89449.02,0.1845,"EGC"
