"time","close","high","low","open","volumefrom","volumeto","symbol"
2017-11-02 01:00:00,7024.81,7339.91,6737.77,6737.78,238796.19,1663170039.86,"BTC"
2017-11-03 01:00:00,7152.12,7445.62,6938.93,7024.81,154886.75,1120978013.29,"BTC"
2017-11-04 01:00:00,7363.8,7492.24,6957.84,7146.98,106602.67,773371754.85,"BTC"
2017-11-05 01:00:00,7389.55,7599.44,7284.33,7363.8,105727.2,789287755.18,"BTC"
2017-11-06 01:00:00,6959.23,7429.7,6934.73,7389.55,159688.48,1148125488.89,"BTC"
2017-11-07 01:00:00,7102.75,7222.37,6957.8,6959.27,101044.57,716798409.14,"BTC"
2017-11-08 01:00:00,7444.36,7869.1,7026.97,7102.23,220224.38,1632547465.88,"BTC"
2017-11-09 01:00:00,7129.59,7457.12,7040.83,7444.36,126769.9,915963933.06,"BTC"
2017-11-10 01:00:00,6565.8,7318.97,6406.05,7129.59,222001.18,1513421266.51,"BTC"
2017-11-11 01:00:00,6339.86,6821.5,6197.87,6565.8,135719.07,878096915.35,"BTC"
2017-11-12 01:00:00,5878.13,6490.53,5493.64,6339.87,269832.87,1629165385.9,"BTC"
2017-11-13 01:00:00,6522.45,6760.15,5828.34,5878.09,178340.89,1135256036.03,"BTC"
2017-11-14 01:00:00,6597.06,6728.59,6419.18,6522.45,96502.09,634604991.54,"BTC"
2017-11-15 01:00:00,7283.22,7330.06,6596.94,6597.06,131120.23,922959468.47,"BTC"
2017-11-16 01:00:00,7853.68,7964.64,7119.17,7283.02,133937.8,1010130763.21,"BTC"
2017-11-17 01:00:00,7699.95,8000.19,7534.7,7853.68,117347.03,917599923.24,"BTC"
2017-11-18 01:00:00,7780.91,7857.52,7458.9,7699.95,74382.12,571121111,"BTC"
2017-11-19 01:00:00,8042.64,8100.87,7675.41,7781.02,68618.85,541391321.61,"BTC"
2017-11-20 01:00:00,8244.69,8294.12,7947.28,8042.64,75703.64,617354329.03,"BTC"
2017-11-21 01:00:00,8099.97,8368.36,7819.06,8245.87,115454.28,938345413.24,"BTC"
2017-11-22 01:00:00,8234.55,8304.37,8091.63,8099.92,65811.68,539697375.37,"BTC"
2017-11-23 01:00:00,8013.41,8266.55,8012.35,8234.5,68010.7,555465146.26,"BTC"
2017-11-24 01:00:00,8200.8,8332.94,7900.17,8013.38,72994.63,595710405.8,"BTC"
2017-11-25 01:00:00,8754.69,8761.98,8153.7,8203.45,84670.41,718483679.6,"BTC"
2017-11-26 01:00:00,9318.42,9474.62,8746.56,8754.62,85891.98,782499976.71,"BTC"
2017-11-27 01:00:00,9733.2,9733.61,9316.84,9318.42,106902.79,1025175619.87,"BTC"
2017-11-28 01:00:00,9906.04,9969.58,9638.2,9732.63,87754.89,865328615.73,"BTC"
2017-11-29 01:00:00,9837.86,11417.84,8938.7,9906.04,233325.32,2418792360.6,"BTC"
2017-11-30 01:00:00,9946.76,10689.06,9023.77,9848.05,187008.87,1836210107.31,"BTC"
2017-12-01 01:00:00,10861.47,10942.8,9420.93,9947.08,131918.85,1353669597.43,"BTC"
2017-12-02 01:00:00,10912.73,11175.23,10715.55,10861.47,86825.51,950474241.58,"BTC"
2017-12-03 01:00:00,11246.21,11851.09,10578.43,10912.72,122125.7,1380012064.12,"BTC"
2017-12-04 01:00:00,11623.91,11624.63,10917.81,11244.2,93173.9,1057859226.18,"BTC"
2017-12-05 01:00:00,11667.13,11901.87,11486.13,11624.37,89687.21,1048839303.8,"BTC"
2017-12-06 01:00:00,13749.57,13843.2,11661.76,11667.13,191576.66,2437037791.81,"BTC"
2017-12-07 01:00:00,16850.31,16879.26,13401.61,13750.09,297108.66,4510225316.19,"BTC"
2017-12-08 01:00:00,16047.61,17294.85,13906.1,16867.98,286762.02,4546014731.58,"BTC"
2017-12-09 01:00:00,14843.42,16313.18,13151.47,16048.18,181979.81,2699876215.33,"BTC"
2017-12-10 01:00:00,15059.6,15783.2,13031,14839.98,201620.09,2904037859.64,"BTC"
2017-12-11 01:00:00,16732.47,17399.18,15024.56,15060.45,159724.56,2634267594.52,"BTC"
2017-12-12 01:00:00,17083.9,17560.65,16254.53,16733.29,132846.57,2246138895.89,"BTC"
2017-12-13 01:00:00,16286.82,17267.96,15669.86,17083.9,155407.35,2576055941.69,"BTC"
2017-12-14 01:00:00,16467.91,16941.08,16023.64,16286.82,107918.03,1773813863.46,"BTC"
2017-12-15 01:00:00,17604.85,17987.03,16442.2,16467.91,153651.15,2682351213.91,"BTC"
2017-12-16 01:00:00,19345.49,19587.7,17318.54,17594.08,112173.97,2078806368.79,"BTC"
2017-12-17 01:00:00,19065.71,19870.62,18750.91,19346.6,117408.38,2264650369.71,"BTC"
2017-12-18 01:00:00,18972.32,19221.1,18114.42,19065.71,139251.39,2597510049.89,"BTC"
2017-12-19 01:00:00,17523.7,19021.97,16812.8,18971.19,174543.37,3136709262.09,"BTC"
2017-12-20 01:00:00,16461.97,17813.6,15642.69,17521.73,227676.13,3791752510.78,"BTC"
2017-12-21 01:00:00,15632.12,17301.83,14952.98,16461.09,163735.02,2619295475.76,"BTC"
2017-12-22 01:00:00,13664.97,15823.72,10875.71,15632.12,466980.6,6245731508.4,"BTC"
2017-12-23 01:00:00,14396.46,15493.23,13356.07,13664.97,170169.39,2491903154.48,"BTC"
2017-12-24 01:00:00,13789.95,14413.72,12166.45,14396.63,182417.29,2428437693.16,"BTC"
2017-12-25 01:00:00,13833.49,14467.43,13010.71,13789.95,107475.98,1487888106.52,"BTC"
2017-12-26 01:00:00,15756.56,16094.67,13748.49,13830.19,143135.26,2198577125.17,"BTC"
2017-12-27 01:00:00,15416.64,16514.59,14534.66,15757.02,138705.28,2162831128.76,"BTC"
2017-12-28 01:00:00,14398.7,15505.51,13466.07,15416.34,170366.63,2425912717.56,"BTC"
2017-12-29 01:00:00,14392.57,15109.81,13951.08,14398.45,118874.63,1733583750.2,"BTC"
2017-12-30 01:00:00,12531.52,14461.46,11962.09,14392.14,182065.44,2387311023.42,"BTC"
2017-12-31 01:00:00,13850.4,14241.82,12359.43,12532.38,111270.55,1492142483.58,"BTC"
2018-01-01 01:00:00,13444.88,13921.53,12877.67,13850.49,78425.21,1057521524.42,"BTC"
2018-01-02 01:00:00,14754.13,15306.13,12934.16,13444.88,137732.17,1956783037.35,"BTC"
2018-01-03 01:00:00,15156.62,15435.01,14579.71,14754.09,106543.39,1604206990.04,"BTC"
2018-01-04 01:00:00,15180.08,15408.66,14244.67,15156.49,110968.82,1656714736.62,"BTC"
2018-01-05 01:00:00,16954.78,17126.95,14832.36,15180.08,141960.42,2283988962.92,"BTC"
2018-01-06 01:00:00,17172.3,17252.85,16286.57,16954.76,83927.99,1412703790.73,"BTC"
2018-01-07 01:00:00,16228.16,17184.81,15791.13,17174.5,79006.37,1309532650.11,"BTC"
2018-01-08 01:00:00,14976.17,16302.92,13902.31,16228.26,142453.96,2166366561.33,"BTC"
2018-01-09 01:00:00,14468.5,15390.28,14221.55,14976.17,99730.65,1486802326.34,"BTC"
2018-01-10 01:00:00,14919.49,14919.49,13450.54,14468.09,142303.9,2025083791.13,"BTC"
2018-01-11 01:00:00,13308.06,14979.96,12825.95,14920.36,173452.27,2373494121.74,"BTC"
2018-01-12 01:00:00,13841.19,14129.08,12851.91,13308.06,102068.02,1402292716.89,"BTC"
2018-01-13 01:00:00,14243.12,14595.04,13830.28,13841.19,71300.93,1021352776.21,"BTC"
2018-01-14 01:00:00,13638.63,14415.67,13031.91,14244.12,81536,1112590573.36,"BTC"
2018-01-15 01:00:00,13631.98,14355.82,13416.71,13638.63,84089.84,1170462750.59,"BTC"
2018-01-16 01:00:00,11282.49,13648.84,10032.69,13634.6,325702.79,3842651741.45,"BTC"
2018-01-17 01:00:00,11162.7,11736.3,9205.38,11282.49,348631.94,3666978316.26,"BTC"
2018-01-18 01:00:00,11175.52,12018.43,10642.33,11162.7,204918.02,2357251805.09,"BTC"
2018-01-19 01:00:00,11521.76,11780.49,10867.18,11175.52,110885.87,1264875700.45,"BTC"
2018-01-20 01:00:00,12824.06,12824.06,11502.11,11521.82,85342.02,1057148361.88,"BTC"
2017-09-22 02:00:00,47.67,49.03,44.8,46.46,1642332.89,76916515.52,"LTC"
2017-09-23 02:00:00,49.29,50.01,46.38,47.67,924125.98,44793106.02,"LTC"
2017-09-24 02:00:00,47.5,49.4,47.18,49.29,616636.42,29589565.36,"LTC"
2017-09-25 02:00:00,52.27,53.16,47.47,47.5,1296904.9,66087743.34,"LTC"
2017-09-26 02:00:00,52.27,54.37,51.42,52.27,917656.12,48431172.1,"LTC"
2017-09-27 02:00:00,56.9,57.39,52.24,52.27,1367042.73,75024623.22,"LTC"
2017-09-28 02:00:00,54.91,57.16,54,56.9,1162968.87,64516773.54,"LTC"
2017-09-29 02:00:00,52.8,54.93,50.44,54.91,1219765.7,64227763.47,"LTC"
2017-09-30 02:00:00,55.41,55.91,52.75,52.8,670838.08,36860837.86,"LTC"
2017-10-01 02:00:00,54.8,55.55,53.58,55.41,558315.88,30401267.37,"LTC"
2017-10-02 02:00:00,53.29,54.97,52.93,54.8,567239.29,30684048.14,"LTC"
2017-10-03 02:00:00,52.15,53.54,51.34,53.29,589394.71,30707803.26,"LTC"
2017-10-04 02:00:00,51.22,52.98,50.53,52.15,600284.58,31053173.59,"LTC"
2017-10-05 02:00:00,51.64,51.87,50.17,51.22,520188.77,26593841.05,"LTC"
2017-10-06 02:00:00,52.08,52.75,51.34,51.64,415386.22,21668387.99,"LTC"
2017-10-07 02:00:00,52.57,52.9,51.61,52.08,365539.08,19001783.55,"LTC"
2017-10-08 02:00:00,53.3,54.79,52.32,52.57,678233.14,36217438.71,"LTC"
2017-10-09 02:00:00,50.08,53.44,48.12,53.3,1081756.15,54786620.31,"LTC"
2017-10-10 02:00:00,50.58,51.63,49.69,50.08,627881.58,31741909.99,"LTC"
2017-10-11 02:00:00,50.79,51.05,50.18,50.58,394320.41,19957142.12,"LTC"
2017-10-12 02:00:00,59.72,59.72,50.73,50.79,2193019.01,121666559.46,"LTC"
2017-10-13 02:00:00,59.05,60.76,55.11,59.72,2096690.25,122355541.45,"LTC"
2017-10-14 02:00:00,63.94,66.48,58.34,59.05,1773158.56,111286807.31,"LTC"
2017-10-15 02:00:00,65.57,69.95,62.08,63.94,2079801.1,136097133.07,"LTC"
2017-10-16 02:00:00,64.76,66.41,62.28,65.58,898220.74,57750104.01,"LTC"
2017-10-17 02:00:00,59.19,64.97,58.5,64.76,1016881.05,62123185.52,"LTC"
2017-10-18 02:00:00,60.55,61.89,53.05,59.19,1709310.65,98042683.55,"LTC"
2017-10-19 02:00:00,59.68,61.39,58.35,60.55,986953.9,59145290.66,"LTC"
2017-10-20 02:00:00,60.09,62.17,58.31,59.68,921517.73,55677469.84,"LTC"
2017-10-21 02:00:00,58.09,60.36,56.17,60.08,820490.72,47776832.14,"LTC"
2017-10-22 02:00:00,56.51,58.67,55.73,58.09,538797.55,30628993.59,"LTC"
2017-10-23 02:00:00,54.63,56.57,51.92,56.52,1171396.45,63386543.19,"LTC"
2017-10-24 02:00:00,55.56,58.98,52.35,54.63,1227190.77,69816687.74,"LTC"
2017-10-25 02:00:00,56.19,56.4,53.52,55.56,666770.87,36591936.46,"LTC"
2017-10-26 02:00:00,55.55,56.95,54.9,56.19,448359.29,25040264.66,"LTC"
2017-10-27 02:00:00,55.02,55.99,54.69,55.55,353161.94,19515585.36,"LTC"
2017-10-28 02:00:00,54.22,55.79,53.95,55.02,308611.81,16837184.69,"LTC"
2017-10-29 02:00:00,56.75,57.83,53.86,54.22,745887.06,41624090.91,"LTC"
2017-10-30 01:00:00,56.22,58.66,55.81,56.75,575177.06,32778628.05,"LTC"
2017-10-31 01:00:00,55.5,56.74,55.49,56.22,429393.98,24119437.14,"LTC"
2017-11-01 01:00:00,52.83,55.62,52.72,55.5,633540.44,34633306.9,"LTC"
2017-11-02 01:00:00,54.19,54.9,50.03,52.82,1316174.14,68822709.59,"LTC"
2017-11-03 01:00:00,55.98,56.13,53.79,54.19,808480.75,44375580.1,"LTC"
2017-11-04 01:00:00,54.83,56.12,54.62,55.98,431022.66,23813377.86,"LTC"
2017-11-05 01:00:00,54.6,55.45,54.43,54.84,415689.5,22789832.45,"LTC"
2017-11-06 01:00:00,54.5,55.79,53.43,54.6,655602.25,35930222.15,"LTC"
2017-11-07 01:00:00,60.52,63.49,54.47,54.5,1990453.25,117999766.44,"LTC"
2017-11-08 01:00:00,62.38,64.07,59.59,60.52,1929054.85,119045612.63,"LTC"
2017-11-09 01:00:00,64.15,66.9,61.59,62.38,1507681.54,96467373.94,"LTC"
2017-11-10 01:00:00,58.99,65.75,56.02,64.15,1845061.12,112277387.44,"LTC"
2017-11-11 01:00:00,62.14,63.77,58.64,59.07,1169795.97,71691165.51,"LTC"
2017-11-12 01:00:00,58.54,62.26,56.73,62.14,1527653.8,90545722.68,"LTC"
2017-11-13 01:00:00,61,61.84,58.07,58.53,1058638.68,63578216.42,"LTC"
2017-11-14 01:00:00,62.13,63.41,60.12,61,936563.06,57740143.26,"LTC"
2017-11-15 01:00:00,63.16,76.1,62.08,62.13,934924.43,62683272.43,"LTC"
2017-11-16 01:00:00,70.7,72.5,62.5,63.15,1640431.26,108893924.78,"LTC"
2017-11-17 01:00:00,67.36,71.29,65.33,70.7,1728098.47,117701637.06,"LTC"
2017-11-18 01:00:00,69.42,69.77,65.41,67.36,811385.44,54642292.94,"LTC"
2017-11-19 01:00:00,71.76,73.24,68.47,69.42,1103659.82,77870138.77,"LTC"
2017-11-20 01:00:00,72.38,73.16,70.9,71.76,979972.34,70492845.22,"LTC"
2017-11-21 01:00:00,69.91,72.85,68.09,72.38,1283528.9,90392116.91,"LTC"
2017-11-22 01:00:00,72.03,72.04,69.88,69.91,675949.97,48021169.53,"LTC"
2017-11-23 01:00:00,72.94,76.77,70.74,72.03,1452417.2,107737051.93,"LTC"
2017-11-24 01:00:00,77.54,77.61,72.34,72.97,1103526.27,82185081.57,"LTC"
2017-11-25 01:00:00,88.79,89.47,77.07,77.53,1908366.6,158025655.36,"LTC"
2017-11-26 01:00:00,86.24,88.77,83.73,88.77,927136.62,79938117.09,"LTC"
2017-11-27 01:00:00,90.99,93.11,86.12,86.2,1588524.41,142772956.71,"LTC"
2017-11-28 01:00:00,94.22,94.53,89.53,90.99,1209822.51,111647453.48,"LTC"
2017-11-29 01:00:00,85.41,103.03,78.12,94.22,2993509.96,283266729.01,"LTC"
2017-11-30 01:00:00,85.94,92.23,76.95,85.4,1893458.34,159892481.32,"LTC"
2017-12-01 01:00:00,99.15,100.22,81.11,85.94,2191137.08,201759858.57,"LTC"
2017-12-02 01:00:00,99.32,103.41,97.52,99.15,1419498.63,142658345.14,"LTC"
2017-12-03 01:00:00,100.7,106.77,96.87,99.32,1362821.76,138622765.31,"LTC"
2017-12-04 01:00:00,103.87,103.95,95.39,100.71,1070029.64,107176440.63,"LTC"
2017-12-05 01:00:00,100.49,103.91,100.37,103.86,910964.87,92720782.62,"LTC"
2017-12-06 01:00:00,98.97,103,95.11,100.49,1462459.21,146319763.02,"LTC"
2017-12-07 01:00:00,96,99.81,86.93,98.94,1731647.86,165747903.4,"LTC"
2017-12-08 01:00:00,125.24,136.4,93.37,95.99,4076572.6,473760093.71,"LTC"
2017-12-09 01:00:00,155.98,179.54,125.34,125.34,5632742.17,853646807.31,"LTC"
2017-12-10 01:00:00,147.84,156.72,130.39,155.98,2513708.41,361899241.26,"LTC"
2017-12-11 01:00:00,214.54,225.55,146.97,147.46,4325680.61,806672044.43,"LTC"
2017-12-12 01:00:00,328.52,401.76,210.36,214.53,5958977.43,1712426348.74,"LTC"
2017-12-13 01:00:00,305.27,347.8,276.12,327.96,3799072.43,1198402020.67,"LTC"
2017-12-14 01:00:00,279.81,314.78,268.12,305.03,2000999.92,584754476.6,"LTC"
2017-12-15 01:00:00,300.27,317.69,249.24,280.02,2872380.22,828163804.95,"LTC"
2017-12-16 01:00:00,302.04,311.18,285.56,299.98,1299384.74,389831717.68,"LTC"
2017-12-17 01:00:00,319.57,332.09,300.59,302.04,1599061.91,511044214.22,"LTC"
2017-12-18 01:00:00,357.51,364.34,300.88,319.57,1900832.44,626661390.18,"LTC"
2017-12-19 01:00:00,346.87,376.1,324.37,357.51,2310681.43,814023803.65,"LTC"
2017-12-20 01:00:00,304.81,346.73,286.54,346.73,2365656.66,752136890.57,"LTC"
2017-12-21 01:00:00,307.69,327.26,286.39,304.77,1381946.46,422642587.94,"LTC"
2017-12-22 01:00:00,262.09,309.11,158.96,307.69,4775833.04,1167484790.83,"LTC"
2017-12-23 01:00:00,284.11,312.71,256.31,262.15,1519044.69,433571769.1,"LTC"
2017-12-24 01:00:00,272.24,285.4,244.14,283.69,1190611.75,314928561.95,"LTC"
2017-12-25 01:00:00,268.21,283.46,262.39,272.24,569060,154893244.84,"LTC"
2017-12-26 01:00:00,279.49,283.86,267.58,268.03,687239.9,190763629.05,"LTC"
2017-12-27 01:00:00,264.07,285.32,252.87,279.47,812937.24,219103646.23,"LTC"
2017-12-28 01:00:00,249.86,265.65,224.07,264.07,1155310.98,281385850.91,"LTC"
2017-12-29 01:00:00,243.13,258.36,236.39,249.84,836578.77,207115905.19,"LTC"
2017-12-30 01:00:00,212.07,243.42,202.02,243.13,1218741.31,268737310.82,"LTC"
2017-12-31 01:00:00,226.52,235.4,207.95,212.07,841309.91,187138183.8,"LTC"
2018-01-01 01:00:00,224.34,232.26,216.42,226.52,516920.48,115831512.64,"LTC"
2018-01-02 01:00:00,251.81,260.53,224.28,224.34,1278275.25,314730425.65,"LTC"
2018-01-03 01:00:00,244.63,256.81,241.11,251.81,851666.05,211596420.85,"LTC"
2018-01-04 01:00:00,238.3,244.88,225.59,244.63,880942.78,206659684.03,"LTC"
2018-01-05 01:00:00,244.51,251.56,235,238.3,1073887.31,262545479.11,"LTC"
2018-01-06 01:00:00,278.92,305.21,243.56,244.51,1820160.48,511915657.4,"LTC"
2018-01-07 01:00:00,271.57,287.27,265.37,278.92,764130.75,212682356.33,"LTC"
2018-01-08 01:00:00,254.25,273.47,231.21,271.57,1056007.91,270377483.58,"LTC"
2018-01-09 01:00:00,246.04,258.59,237.98,254.24,733760.61,184228877.9,"LTC"
2018-01-10 01:00:00,249.1,249.31,230.66,246.02,859733.09,207658680.7,"LTC"
2018-01-11 01:00:00,226.53,252.89,217.85,249.11,1131662.93,262771223.33,"LTC"
2018-01-12 01:00:00,235.35,241.83,219.62,226.53,601578.96,140305335.34,"LTC"
2018-01-13 01:00:00,257.94,262.87,235.3,235.35,713207.86,176341211.15,"LTC"
2018-01-14 01:00:00,236.86,268.81,231.43,257.94,766737.16,189083699.89,"LTC"
2018-01-15 01:00:00,231.89,244.4,230.79,236.86,466142.48,110848991.11,"LTC"
2018-01-16 01:00:00,183.86,232.4,147.78,231.89,2444227.94,473245937.42,"LTC"
2018-01-17 01:00:00,188.21,204.56,136.45,183.7,2667358.04,458374670.48,"LTC"
2018-01-18 01:00:00,191.03,208.37,175.46,188.14,1421991.47,274884322.56,"LTC"
2018-01-19 01:00:00,192.27,201.25,185.78,191.03,689881.36,132586901.46,"LTC"
2018-01-20 01:00:00,208.6,208.6,192.26,192.27,412534.28,82949587.18,"LTC"
2017-09-22 02:00:00,1.26,1.19,1.21,31078.69,37916,1.22,"NMC"
2017-09-23 02:00:00,1.37,1.28,1.29,16535.35,21826.66,1.32,"NMC"
2017-09-24 02:00:00,1.32,1.24,1.28,11072.7,14062.33,1.27,"NMC"
2017-09-25 02:00:00,1.39,1.32,1.36,20748.82,27803.42,1.34,"NMC"
2017-09-26 02:00:00,1.33,1.25,1.33,31170.55,39586.6,1.27,"NMC"
2017-09-27 02:00:00,1.44,1.35,1.38,46099.08,63155.74,1.37,"NMC"
2017-09-28 02:00:00,1.39,1.31,1.36,34720.66,47914.51,1.38,"NMC"
2017-09-29 02:00:00,1.43,1.33,1.38,18064.15,24386.6,1.35,"NMC"
2017-09-30 02:00:00,1.42,1.19,1.41,24938.91,33667.53,1.35,"NMC"
2017-10-01 02:00:00,1.38,1.32,1.36,11880.49,15801.05,1.33,"NMC"
2017-10-02 02:00:00,1.37,1.22,1.33,32606.21,39779.58,1.22,"NMC"
2017-10-03 02:00:00,1.22,1.18,1.2,21167.47,25824.31,1.22,"NMC"
2017-10-04 02:00:00,1.24,1.17,1.19,21315.79,26431.58,1.24,"NMC"
2017-10-05 02:00:00,1.27,1.17,1.27,16409.26,19527.02,1.19,"NMC"
2017-10-06 02:00:00,1.22,1.18,1.2,22647.86,27177.43,1.2,"NMC"
2017-10-07 02:00:00,1.36,1.18,1.22,22378.24,29539.28,1.32,"NMC"
2017-10-08 02:00:00,1.38,1.27,1.37,16416.24,21012.79,1.28,"NMC"
2017-10-09 02:00:00,1.49,1.22,1.33,39639.69,49153.22,1.24,"NMC"
2017-10-10 02:00:00,1.25,1.12,1.24,70010.44,84012.53,1.2,"NMC"
2017-10-11 02:00:00,1.34,1.16,1.21,55934.46,67121.35,1.2,"NMC"
2017-10-12 02:00:00,1.49,1.2,1.36,84636.94,102410.7,1.21,"NMC"
2017-10-13 02:00:00,1.27,1.13,1.26,58600.29,67976.34,1.16,"NMC"
2017-10-14 02:00:00,1.23,1.17,1.19,20427.35,24308.55,1.19,"NMC"
2017-10-15 02:00:00,1.2,1.14,1.16,16467.09,19431.17,1.18,"NMC"
2017-10-16 02:00:00,1.2,1.15,1.2,10616.73,12315.41,1.16,"NMC"
2017-10-17 02:00:00,1.34,1.12,1.13,32326.26,38144.99,1.18,"NMC"
2017-10-18 02:00:00,1.22,1.13,1.17,21485.9,24493.93,1.14,"NMC"
2017-10-19 02:00:00,1.21,1.14,1.17,17069.39,20312.57,1.19,"NMC"
2017-10-20 02:00:00,1.32,1.2,1.26,42902.09,52769.57,1.23,"NMC"
2017-10-21 02:00:00,1.24,1.2,1.23,23329.05,28228.15,1.21,"NMC"
2017-10-22 02:00:00,1.33,1.2,1.2,25315.64,30885.08,1.22,"NMC"
2017-10-23 02:00:00,1.23,1.06,1.21,39497.2,43841.89,1.11,"NMC"
2017-10-24 02:00:00,1.17,1.01,1.03,53593.35,59488.62,1.11,"NMC"
2017-10-25 02:00:00,1.2,1.09,1.15,20998.85,23098.74,1.1,"NMC"
2017-10-26 02:00:00,1.2,1.1,1.13,19460.09,21989.9,1.13,"NMC"
2017-10-27 02:00:00,1.12,1.06,1.1,14329.81,15332.9,1.07,"NMC"
2017-10-28 02:00:00,1.2,1.02,1.07,28147.81,30399.63,1.08,"NMC"
2017-10-29 02:00:00,1.17,1.12,1.16,21578.48,24599.47,1.14,"NMC"
2017-10-30 01:00:00,1.14,0.978,1.14,57022.29,62154.3,1.09,"NMC"
2017-10-31 01:00:00,1.2,1.1,1.14,32380.66,36590.15,1.13,"NMC"
2017-11-01 01:00:00,1.49,1.15,1.18,106123.74,132654.68,1.25,"NMC"
2017-11-02 01:00:00,1.38,1.2,1.31,48264.56,58400.12,1.21,"NMC"
2017-11-03 01:00:00,1.32,1.19,1.24,48452.97,59112.62,1.22,"NMC"
2017-11-04 01:00:00,1.28,1.23,1.26,12430.79,15662.8,1.26,"NMC"
2017-11-05 01:00:00,1.27,1.22,1.26,19638.91,24548.64,1.25,"NMC"
2017-11-06 01:00:00,1.28,1.15,1.17,20509.62,25431.93,1.24,"NMC"
2017-11-07 01:00:00,1.41,1.21,1.27,22758.37,31634.13,1.39,"NMC"
2017-11-08 01:00:00,1.6,1.38,1.46,58311.67,87467.51,1.5,"NMC"
2017-11-09 01:00:00,1.77,1.33,1.43,42323.39,70680.06,1.67,"NMC"
