"time","high","low","open","volumefrom","volumeto","close","symbol"
2017-09-22 02:00:00,0.002233,3.601e-05,3.601e-05,3113.91,6.95,0.002233,"ZMC"
2017-09-23 02:00:00,0.002349,0.002349,0.002349,0,0,0.002349,"ZMC"
2017-09-24 02:00:00,0.002274,3.668e-05,0.002274,416222,15.27,3.668e-05,"ZMC"
2017-09-25 02:00:00,0.002596,3.933e-05,3.933e-05,2031,5.27,0.002596,"ZMC"
2017-09-26 02:00:00,0.002569,0.002569,0.002569,0,0,0.002569,"ZMC"
2017-09-27 02:00:00,0.00278,0.00278,0.00278,0,0,0.00278,"ZMC"
2017-09-28 02:00:00,0.002769,4.196e-05,0.002769,250388.32,10.51,4.196e-05,"ZMC"
2017-09-29 02:00:00,4.173e-05,4.173e-05,4.173e-05,0,0,4.173e-05,"ZMC"
2017-09-30 02:00:00,4.361e-05,4.361e-05,4.361e-05,0,0,4.361e-05,"ZMC"
2017-10-01 02:00:00,4.403e-05,4.403e-05,4.403e-05,20000,0.8806,4.403e-05,"ZMC"
2017-10-02 02:00:00,4.401e-05,4.401e-05,4.401e-05,0,0,4.401e-05,"ZMC"
2017-10-03 02:00:00,4.314e-05,4.314e-05,4.314e-05,0,0,4.314e-05,"ZMC"
2017-10-04 02:00:00,0.004683,4.219e-05,4.219e-05,169348.79,778.67,0.004598,"ZMC"
2017-10-05 02:00:00,0.007433,0.002463,0.00471,1332231.35,5123.76,0.003846,"ZMC"
2017-10-06 02:00:00,0.003978,0.00341,0.003891,3824.96,15.05,0.003935,"ZMC"
2017-10-07 02:00:00,0.004037,0.003637,0.003992,5038.05,18.32,0.003637,"ZMC"
2017-10-08 02:00:00,0.004842,0.002029,0.003782,154551.89,691.31,0.004473,"ZMC"
2017-10-09 02:00:00,0.004634,4.777e-05,0.004634,5127920.41,244.96,4.777e-05,"ZMC"
2017-10-10 02:00:00,0.004192,4.763e-05,4.763e-05,32861,137.75,0.004192,"ZMC"
2017-10-11 02:00:00,0.004245,4.824e-05,0.004245,25484.39,12.29,0.0004824,"ZMC"
2017-10-12 02:00:00,0.003423,0.003423,0.003423,2000,6.85,0.003423,"ZMC"
2017-10-13 02:00:00,0.003551,0.0001127,0.003551,182222.77,441.71,0.002424,"ZMC"
2017-10-14 02:00:00,0.002505,0.002505,0.002505,0,0,0.002505,"ZMC"
2017-10-15 02:00:00,0.003811,0.002446,0.002446,6785.02,25.86,0.003811,"ZMC"
2017-10-16 02:00:00,0.004089,0.004089,0.004089,41.95,0.1715,0.004089,"ZMC"
2017-10-17 02:00:00,5.599e-05,5.599e-05,5.599e-05,178742,10.01,5.599e-05,"ZMC"
2017-10-18 02:00:00,0.003792,5.576e-05,5.576e-05,23224.14,88.07,0.003792,"ZMC"
2017-10-19 02:00:00,0.003875,0.003875,0.003875,0,0,0.003875,"ZMC"
2017-10-20 02:00:00,0.004015,0.003356,0.004015,7233.85,24.28,0.003356,"ZMC"
2017-10-21 02:00:00,0.003544,0.002763,0.003364,43243.92,119.48,0.002763,"ZMC"
2017-10-22 02:00:00,0.002812,0.002453,0.002752,41337.11,101.4,0.002453,"ZMC"
2017-10-23 02:00:00,0.00248,0.001889,0.00242,25010.56,47.24,0.001889,"ZMC"
2017-10-24 02:00:00,0.00204,0.001654,0.001764,98206.84,189.54,0.00193,"ZMC"
2017-10-25 02:00:00,0.002007,0.001261,0.002007,19494.75,35.77,0.001835,"ZMC"
2017-10-26 02:00:00,0.001884,5.888e-05,0.001884,55540,104.64,0.001884,"ZMC"
2017-10-27 02:00:00,0.00196,0.001441,0.001845,5834.39,8.41,0.001441,"ZMC"
2017-10-28 02:00:00,5.727e-05,5.727e-05,5.727e-05,20040,1.15,5.727e-05,"ZMC"
2017-10-29 02:00:00,0.002213,0.0003689,0.0003689,1500,3.32,0.002213,"ZMC"
2017-10-30 01:00:00,0.002266,0.002205,0.002205,9458.86,21.43,0.002266,"ZMC"
2017-10-31 01:00:00,0.002387,6.451e-05,0.002387,109570.08,197.88,0.001806,"ZMC"
2017-11-01 01:00:00,0.001954,0.0004043,0.0004043,14428.84,28.19,0.001954,"ZMC"
2017-11-02 01:00:00,0.002529,0.002037,0.002037,400,1.01,0.002529,"ZMC"
2017-11-03 01:00:00,0.002575,0.0008583,0.002575,26331.66,22.6,0.0008583,"ZMC"
2017-11-04 01:00:00,0.0008837,0.0008837,0.0008837,0,0,0.0008837,"ZMC"
2017-11-05 01:00:00,0.0008867,0.0008867,0.0008867,0,0,0.0008867,"ZMC"
2017-11-06 01:00:00,0.0008351,0.0008351,0.0008351,0,0,0.0008351,"ZMC"
2017-11-07 01:00:00,0.0008523,0.0008523,0.0008523,0,0,0.0008523,"ZMC"
2017-11-08 01:00:00,0.0008933,0.0008933,0.0008933,0,0,0.0008933,"ZMC"
2017-11-09 01:00:00,0.00164,0.0005704,0.0005704,2930,4.81,0.00164,"ZMC"
2017-11-10 01:00:00,0.001838,6.566e-05,0.00151,899013.18,59.03,6.566e-05,"ZMC"
2017-11-11 01:00:00,0.0001902,6.34e-05,6.34e-05,3175415.6,603.96,0.0001902,"ZMC"
2017-11-12 01:00:00,0.001646,0.0001763,0.0001763,9056.18,13.31,0.00147,"ZMC"
2017-11-13 01:00:00,0.001631,0.001631,0.001631,0,0,0.001631,"ZMC"
2017-11-14 01:00:00,0.001649,0.001649,0.001649,9865.52,16.27,0.001649,"ZMC"
2017-11-15 01:00:00,0.001821,0.001748,0.001821,3290,5.75,0.001748,"ZMC"
2017-11-16 01:00:00,0.002199,0.001885,0.001885,155.91,0.3428,0.002199,"ZMC"
2017-11-17 01:00:00,0.002156,0.002156,0.002156,0,0,0.002156,"ZMC"
2017-11-18 01:00:00,0.002179,0.002179,0.002179,0,0,0.002179,"ZMC"
2017-11-19 01:00:00,0.002252,0.002252,0.002252,0,0,0.002252,"ZMC"
2017-11-20 01:00:00,0.002309,0.001566,0.002309,13740.36,21.52,0.001566,"ZMC"
2017-11-21 01:00:00,0.001539,0.001539,0.001539,0,0,0.001539,"ZMC"
2017-11-22 01:00:00,0.002388,0.001565,0.001565,5256.47,12.55,0.002388,"ZMC"
2017-11-23 01:00:00,0.002324,0.002324,0.002324,0,0,0.002324,"ZMC"
2017-11-24 01:00:00,0.002378,0.002378,0.002378,0,0,0.002378,"ZMC"
2017-11-25 01:00:00,0.002539,0.002539,0.002539,1593.4,4.05,0.002539,"ZMC"
2017-11-26 01:00:00,0.002702,0.002702,0.002702,0,0,0.002702,"ZMC"
2017-11-27 01:00:00,0.002823,0.002141,0.002823,1150.97,2.46,0.002141,"ZMC"
2017-11-28 01:00:00,0.002377,0.002179,0.002179,723.4,1.72,0.002377,"ZMC"
2017-11-29 01:00:00,0.002361,0.002263,0.002361,22599.85,51.14,0.002263,"ZMC"
2017-11-30 01:00:00,0.002288,0.002089,0.002288,23413.96,48.91,0.002089,"ZMC"
2017-12-01 01:00:00,0.002281,0.002281,0.002281,0,0,0.002281,"ZMC"
2017-12-02 01:00:00,0.002292,0.002292,0.002292,0,0,0.002292,"ZMC"
2017-12-03 01:00:00,0.002362,0.002249,0.002362,747.95,1.68,0.002249,"ZMC"
2017-12-04 01:00:00,0.002325,0.002325,0.002325,0,0,0.002325,"ZMC"
2017-12-05 01:00:00,0.00315,0.0021,0.002333,49480.53,127.02,0.002567,"ZMC"
2017-12-06 01:00:00,0.003162,0.003025,0.003025,2207.4,6.98,0.003162,"ZMC"
2017-12-07 01:00:00,0.003876,0.003707,0.003876,1000.5,3.71,0.003707,"ZMC"
2017-12-08 01:00:00,0.00353,0.00353,0.00353,0,0,0.00353,"ZMC"
2017-12-09 01:00:00,0.003266,0.003266,0.003266,0,0,0.003266,"ZMC"
2017-12-10 01:00:00,0.003765,0.002861,0.003313,41125.34,154.84,0.003765,"ZMC"
2017-12-11 01:00:00,0.004183,0.004183,0.004183,0,0,0.004183,"ZMC"
2017-12-12 01:00:00,0.004271,0.003246,0.004271,763.36,2.48,0.003246,"ZMC"
2017-12-13 01:00:00,0.003094,0.003094,0.003094,0,0,0.003094,"ZMC"
2017-12-14 01:00:00,0.003129,0.003129,0.003129,0,0,0.003129,"ZMC"
2017-12-15 01:00:00,0.004401,0.003345,0.003345,2670.86,11.75,0.004401,"ZMC"
2017-12-16 01:00:00,0.004836,0.004836,0.004836,0,0,0.004836,"ZMC"
2017-12-17 01:00:00,0.004957,0.004766,0.004766,10000,49.57,0.004957,"ZMC"
2017-12-18 01:00:00,0.004933,0.003605,0.004933,13096.62,47.21,0.003605,"ZMC"
2017-12-19 01:00:00,0.004381,0.00333,0.00333,1000,4.38,0.004381,"ZMC"
2017-12-20 01:00:00,0.00428,0.004115,0.004115,5538.83,23.71,0.00428,"ZMC"
2017-12-21 01:00:00,0.004064,0.004064,0.004064,786.65,3.2,0.004064,"ZMC"
2017-12-22 01:00:00,0.003553,0.003553,0.003553,0,0,0.003553,"ZMC"
2017-12-23 01:00:00,0.003743,0.003743,0.003743,951.06,3.56,0.003743,"ZMC"
2017-12-24 01:00:00,0.003585,0.003585,0.003585,0,0,0.003585,"ZMC"
2017-12-25 01:00:00,0.003735,0.003182,0.003597,3833.22,12.2,0.003182,"ZMC"
2017-12-26 01:00:00,0.004254,0.003624,0.003624,370.7,1.58,0.004254,"ZMC"
2017-12-27 01:00:00,0.004317,0.003546,0.004162,26309.22,113.58,0.004317,"ZMC"
2017-12-28 01:00:00,0.004032,0.003456,0.004032,810.29,2.8,0.003456,"ZMC"
2017-12-29 01:00:00,0.00403,0.003454,0.003454,580.44,2.34,0.00403,"ZMC"
2017-12-30 01:00:00,0.003509,0.003509,0.003509,0,0,0.003509,"ZMC"
2017-12-31 01:00:00,0.004017,0.003878,0.003878,2348.58,9.43,0.004017,"ZMC"
2018-01-01 01:00:00,0.004033,0.004033,0.004033,612.48,2.47,0.004033,"ZMC"
2018-01-02 01:00:00,0.004426,0.004279,0.004426,1504.82,6.44,0.004279,"ZMC"
2018-01-03 01:00:00,0.004547,0.004395,0.004395,499.34,2.27,0.004547,"ZMC"
2018-01-04 01:00:00,0.004554,0.004554,0.004554,1150,5.24,0.004554,"ZMC"
2018-01-05 01:00:00,0.005256,0.005086,0.005086,2320.97,12.2,0.005256,"ZMC"
2018-01-06 01:00:00,0.005323,0.005323,0.005323,0,0,0.005323,"ZMC"
2018-01-07 01:00:00,0.008276,0.005031,0.005031,113620.6,940.32,0.008276,"ZMC"
2018-01-08 01:00:00,0.008087,0.007638,0.007638,5254.37,40.13,0.007638,"ZMC"
2018-01-09 01:00:00,0.007813,0.007234,0.007379,1976.91,15.45,0.007813,"ZMC"
2018-01-10 01:00:00,0.008057,0.00746,0.008057,3507.42,27.21,0.007758,"ZMC"
2018-01-11 01:00:00,0.00692,0.006654,0.00692,12169.62,84.21,0.00692,"ZMC"
2018-01-12 01:00:00,0.007197,0.007197,0.007197,0,0,0.007197,"ZMC"
2018-01-13 01:00:00,0.007976,0.007406,0.007406,200,1.6,0.007976,"ZMC"
2018-01-14 01:00:00,0.008047,0.007365,0.007638,14562.38,117.18,0.008047,"ZMC"
2018-01-15 01:00:00,0.008179,0.008043,0.008043,170,1.39,0.008179,"ZMC"
2018-01-16 01:00:00,0.006882,0.006318,0.006769,4810.44,30.39,0.006318,"ZMC"
2018-01-17 01:00:00,0.006809,0.006028,0.006251,417.94,2.52,0.006028,"ZMC"
2018-01-18 01:00:00,0.007264,0.006035,0.006035,32999.85,239.71,0.007264,"ZMC"
2018-01-19 01:00:00,0.006222,0.002304,0.006222,44999.08,233.32,0.005185,"ZMC"
2018-01-20 01:00:00,0.005795,0.005699,0.005699,0,0,0.005795,"ZMC"
2017-09-22 02:00:00,2.41,1.65,1.71,557345.19,1148131.09,2.06,"IOP"
2017-09-23 02:00:00,3.74,2,2.17,2191078.58,7055273.03,3.22,"IOP"
2017-09-24 02:00:00,4.11,2.93,3.12,1793196.08,7136920.4,3.98,"IOP"
2017-09-25 02:00:00,4.86,3.38,4.27,1503145.36,5381260.39,3.58,"IOP"
2017-09-26 02:00:00,3.84,3.22,3.55,481165.05,1573409.71,3.27,"IOP"
2017-09-27 02:00:00,3.76,3.16,3.54,705419.32,2497184.39,3.54,"IOP"
2017-09-28 02:00:00,4.43,2.88,3.52,1658390.27,6434554.25,3.88,"IOP"
2017-09-29 02:00:00,5.83,3.86,3.86,2844356.43,15558629.67,5.47,"IOP"
2017-09-30 02:00:00,5.77,4.65,5.72,1073667.65,5422021.63,5.05,"IOP"
2017-10-01 02:00:00,5.78,4.46,5.09,762993.63,3410581.53,4.47,"IOP"
2017-10-02 02:00:00,4.85,4.2,4.47,495567.1,2235007.62,4.51,"IOP"
2017-10-03 02:00:00,5.57,4.42,4.42,1146010.96,6142618.75,5.36,"IOP"
2017-10-04 02:00:00,5.27,4.67,5.24,416135.53,2034902.74,4.89,"IOP"
2017-10-05 02:00:00,5.01,4.41,5.01,313414.4,1469913.54,4.69,"IOP"
2017-10-06 02:00:00,4.86,4.46,4.75,224520.97,1001363.53,4.46,"IOP"
2017-10-07 02:00:00,4.52,3.81,4.52,399742.54,1610962.44,4.03,"IOP"
2017-10-08 02:00:00,4.22,3.23,4.19,499551.48,1643524.37,3.29,"IOP"
2017-10-09 02:00:00,4.06,3.04,3.41,678339.04,2353836.47,3.47,"IOP"
2017-10-10 02:00:00,3.72,3.22,3.46,315491.31,1107374.5,3.51,"IOP"
2017-10-11 02:00:00,4.1,3.54,3.56,408466.12,1576679.22,3.86,"IOP"
2017-10-12 02:00:00,4.35,2.95,4.34,484191.25,1500992.88,3.1,"IOP"
2017-10-13 02:00:00,3.31,2.36,3.21,533902.36,1516282.7,2.84,"IOP"
2017-10-14 02:00:00,4.63,2.92,2.93,1451372.52,5268482.25,3.63,"IOP"
2017-10-15 02:00:00,4.05,3.19,3.54,538911.77,1794576.19,3.33,"IOP"
2017-10-16 02:00:00,3.57,2.93,3.32,268148.45,825897.23,3.08,"IOP"
2017-10-17 02:00:00,3.07,2.8,3,117971.06,351553.76,2.98,"IOP"
2017-10-18 02:00:00,3.63,2.84,2.97,458863.52,1358236.02,2.96,"IOP"
2017-10-19 02:00:00,3.41,2.88,3.02,261423.25,765970.12,2.93,"IOP"
2017-10-20 02:00:00,3.1,2.52,3.09,247979.09,659624.38,2.66,"IOP"
2017-10-21 02:00:00,2.71,2.17,2.66,208639.51,506994.01,2.43,"IOP"
2017-10-22 02:00:00,2.73,2.32,2.39,155313.72,378965.48,2.44,"IOP"
2017-10-23 02:00:00,2.4,1.88,2.4,181232.22,384212.31,2.12,"IOP"
2017-10-24 02:00:00,3.17,1.92,1.98,905231.2,2598013.54,2.87,"IOP"
