"time","high","low","open","volumefrom","volumeto","close","symbol"
2017-11-25 01:00:00,1.87,1.65,1.87,15.26,25.18,1.65,"ETHOS"
2017-11-26 01:00:00,2.42,1.76,1.76,125.53,303.78,2.42,"ETHOS"
2017-11-27 01:00:00,2.53,1.56,2.53,2165.45,3378.1,1.56,"ETHOS"
2017-11-28 01:00:00,2.47,1.34,1.58,620.52,992.83,1.6,"ETHOS"
2017-11-29 01:00:00,1.63,0.9827,1.59,777.55,1018.59,1.31,"ETHOS"
2017-11-30 01:00:00,1.39,1.13,1.33,185.62,226.46,1.22,"ETHOS"
2017-12-01 01:00:00,2.26,1.34,1.34,248.83,475.27,1.91,"ETHOS"
2017-12-02 01:00:00,2.23,1.36,1.91,231.93,401.24,1.73,"ETHOS"
2017-12-03 01:00:00,2.15,1.49,1.78,1108.49,2039.62,1.84,"ETHOS"
2017-12-04 01:00:00,1.9,1.54,1.9,141.23,242.92,1.72,"ETHOS"
2017-12-05 01:00:00,1.7,1.49,1.52,512.93,866.85,1.69,"ETHOS"
2017-12-06 01:00:00,1.99,1.65,1.99,1880.87,3536.04,1.88,"ETHOS"
2017-12-07 01:00:00,2.3,1.5,2.3,203.63,393.01,1.93,"ETHOS"
2017-12-08 01:00:00,1.84,1.12,1.84,251.55,314.44,1.25,"ETHOS"
2017-12-09 01:00:00,2.6,1.16,1.16,111.88,290.89,2.6,"ETHOS"
2017-12-10 01:00:00,2.63,1.37,1.51,527.93,1362.06,2.58,"ETHOS"
2017-12-11 01:00:00,2.87,1.31,2.87,1177.8,1542.92,1.31,"ETHOS"
2017-12-12 01:00:00,2.05,1.33,1.33,102.5,137.35,1.34,"ETHOS"
2017-12-13 01:00:00,1.28,1.2,1.28,407.02,496.56,1.22,"ETHOS"
2017-12-14 01:00:00,1.39,1.23,1.23,471.13,654.87,1.39,"ETHOS"
2017-12-15 01:00:00,1.49,1.33,1.49,1021.95,1359.19,1.33,"ETHOS"
2017-12-16 01:00:00,1.49,1.46,1.46,42.96,63.15,1.47,"ETHOS"
2017-12-17 01:00:00,3.03,1.24,1.44,475.45,727.44,1.53,"ETHOS"
2017-12-18 01:00:00,1.72,1.51,1.52,681.48,1172.15,1.72,"ETHOS"
2017-12-19 01:00:00,2.28,1.58,1.58,1328.03,3027.91,2.28,"ETHOS"
2017-12-20 01:00:00,2.63,1.74,2.14,1810.56,4725.56,2.61,"ETHOS"
2017-12-21 01:00:00,7.02,2.48,2.48,1130.72,5653.6,5,"ETHOS"
2017-12-22 01:00:00,6.1,2.06,4.37,1675.49,5730.18,3.42,"ETHOS"
2017-12-23 01:00:00,4.33,3.05,3.6,1860.92,6047.99,3.25,"ETHOS"
2017-12-24 01:00:00,3.12,2.59,3.11,568.54,1648.77,2.9,"ETHOS"
2017-12-25 01:00:00,2.86,2.86,2.86,18.76,53.65,2.86,"ETHOS"
2017-12-26 01:00:00,3.03,2.29,3.01,97.91,256.52,2.62,"ETHOS"
2017-12-27 01:00:00,2.56,2.3,2.56,6.18,14.21,2.3,"ETHOS"
2017-12-28 01:00:00,2.14,2.14,2.14,0,0,2.14,"ETHOS"
2017-12-29 01:00:00,2.62,2.14,2.14,31.17,81.67,2.62,"ETHOS"
2017-12-30 01:00:00,2.51,1.99,2.23,261.66,656.77,2.51,"ETHOS"
2017-12-31 01:00:00,2.95,2.79,2.91,281.91,831.63,2.95,"ETHOS"
2018-01-01 01:00:00,3.28,3.27,3.27,546.84,1793.64,3.28,"ETHOS"
2018-01-02 01:00:00,5.02,4.72,4.72,41.35,207.58,5.02,"ETHOS"
2018-01-03 01:00:00,5.94,4.7,4.7,14.78,87.79,5.94,"ETHOS"
2018-01-04 01:00:00,6.34,5.95,5.95,10,63.4,6.34,"ETHOS"
2018-01-05 01:00:00,9.46,7.08,7.08,497.33,4471,8.99,"ETHOS"
2018-01-06 01:00:00,13.57,9.1,9.1,392.7,5328.94,13.57,"ETHOS"
2018-01-07 01:00:00,10.71,10.63,10.71,101.23,1076.07,10.63,"ETHOS"
2018-01-08 01:00:00,9.81,9.81,9.81,0,0,9.81,"ETHOS"
2018-01-09 01:00:00,10.85,9.48,9.48,99.37,1078.16,10.85,"ETHOS"
2018-01-10 01:00:00,12.12,10.11,11.19,46.75,474.05,10.14,"ETHOS"
2018-01-11 01:00:00,9.05,9.05,9.05,0,0,9.05,"ETHOS"
2018-01-12 01:00:00,8.59,8.59,8.59,0.4701,4.04,8.59,"ETHOS"
2018-01-13 01:00:00,8.84,8.84,8.84,0,0,8.84,"ETHOS"
2018-01-14 01:00:00,8.46,8.46,8.46,0,0,8.46,"ETHOS"
2018-01-15 01:00:00,8.7,8.42,8.46,38.42,334.25,8.7,"ETHOS"
2018-01-16 01:00:00,7.2,7.2,7.2,0,0,7.2,"ETHOS"
2018-01-17 01:00:00,7.15,6.7,7.12,99.21,664.71,6.7,"ETHOS"
2018-01-18 01:00:00,8.95,8.95,8.95,40.5,362.48,8.95,"ETHOS"
2018-01-19 01:00:00,9.22,9.22,9.22,0,0,9.22,"ETHOS"
2018-01-20 01:00:00,6.82,6.72,6.72,81.27,546.13,6.82,"ETHOS"
2017-09-22 02:00:00,64.55,34.18,64.55,9,579.78,64.42,"LNK"
2017-09-23 02:00:00,70.1,70.1,70.1,0,0,70.1,"LNK"
2017-09-24 02:00:00,69.24,24.59,69.24,28.41,1043.78,36.74,"LNK"
2017-09-25 02:00:00,38.34,25.66,38.34,3.42,109.92,32.14,"LNK"
2017-09-26 02:00:00,31.46,31.46,31.46,0,0,31.46,"LNK"
2017-09-27 02:00:00,49.91,24.8,33.79,3.77,171.8,45.57,"LNK"
