"","symbol","time","close"
"303","EUSD",2017-10-30 01:00:00,0.003071
"304","EUSD",2017-10-31 01:00:00,0.003701
"305","EUSD",2017-11-01 01:00:00,0.002315
"306","EUSD",2017-11-02 01:00:00,0.0009972
"307","EUSD",2017-11-03 01:00:00,0.0003654
"308","EUSD",2017-11-04 01:00:00,0.00225
"309","EUSD",2017-11-05 01:00:00,0.0003584
"310","EUSD",2017-11-06 01:00:00,0.0002998
"311","EUSD",2017-11-07 01:00:00,0.0004815
"312","EUSD",2017-11-08 01:00:00,0.000584
"313","EUSD",2017-11-09 01:00:00,0.0008311
"314","EUSD",2017-11-10 01:00:00,0.0003147
"315","EUSD",2017-11-11 01:00:00,0.0008484
"316","EUSD",2017-11-12 01:00:00,0.000407
"317","EUSD",2017-11-13 01:00:00,0.0005663
"318","EUSD",2017-11-14 01:00:00,0.000569
"319","EUSD",2017-11-15 01:00:00,0.000467
"320","EUSD",2017-11-16 01:00:00,0.0007597
"321","EUSD",2017-11-17 01:00:00,0.0006634
"322","EUSD",2017-11-18 01:00:00,0.000676
"323","EUSD",2017-11-19 01:00:00,0.0005709
"324","EUSD",2017-11-20 01:00:00,0.0003052
"325","EUSD",2017-11-21 01:00:00,0.0003064
"326","EUSD",2017-11-22 01:00:00,0.0003047
"327","EUSD",2017-11-23 01:00:00,0.0001301
"328","EUSD",2017-11-24 01:00:00,0.0001505
"329","EUSD",2017-11-25 01:00:00,0.000144
"330","EUSD",2017-11-26 01:00:00,0.0001412
"331","EUSD",2017-11-27 01:00:00,0.0001426
"332","EUSD",2017-11-28 01:00:00,0.0002238
"333","EUSD",2017-11-29 01:00:00,0.0002009
"334","EUSD",2017-11-30 01:00:00,0.0002044
"335","EUSD",2017-12-01 01:00:00,0.000337
"336","EUSD",2017-12-02 01:00:00,0.0001374
"337","EUSD",2017-12-03 01:00:00,6.942e-05
"338","EUSD",2017-12-04 01:00:00,0.0002335
"339","EUSD",2017-12-05 01:00:00,0.0002224
"340","EUSD",2017-12-06 01:00:00,0.0002112
"341","EUSD",2017-12-07 01:00:00,0.0002106
"342","EUSD",2017-12-08 01:00:00,0.0001129
"343","EUSD",2017-12-09 01:00:00,0.000227
"344","EUSD",2017-12-10 01:00:00,0.0002488
"345","EUSD",2017-12-11 01:00:00,0.000231
"346","EUSD",2017-12-12 01:00:00,0.0002626
"347","EUSD",2017-12-13 01:00:00,0.0003495
"348","EUSD",2017-12-14 01:00:00,0.0003121
"349","EUSD",2017-12-15 01:00:00,0.0003079
"350","EUSD",2017-12-16 01:00:00,0.0003464
"351","EUSD",2017-12-17 01:00:00,0.0003589
"352","EUSD",2017-12-18 01:00:00,0.0007074
"353","EUSD",2017-12-19 01:00:00,0.0003331
"354","EUSD",2017-12-20 01:00:00,0.0007193
"355","EUSD",2017-12-21 01:00:00,0.0007105
"356","EUSD",2017-12-22 01:00:00,0.000592
"357","EUSD",2017-12-23 01:00:00,0.0002171
"358","EUSD",2017-12-24 01:00:00,0.0001893
"359","EUSD",2017-12-25 01:00:00,0.0001952
"360","EUSD",2017-12-26 01:00:00,0.0001582
"361","EUSD",2017-12-27 01:00:00,0.0001924
"362","EUSD",2017-12-28 01:00:00,0.0001505
"363","EUSD",2017-12-29 01:00:00,0.0001849
"364","EUSD",2017-12-30 01:00:00,0.0002772
"365","EUSD",2017-12-31 01:00:00,0.0001482
"366","EUSD",2018-01-01 01:00:00,0.0003025
"367","EUSD",2018-01-02 01:00:00,0.0002586
"368","EUSD",2018-01-03 01:00:00,0.0001976
"369","EUSD",2018-01-04 01:00:00,0.0002268
"370","EUSD",2018-01-05 01:00:00,0.0003385
"371","EUSD",2018-01-06 01:00:00,0.0005032
"372","EUSD",2018-01-07 01:00:00,0.001453
"373","EUSD",2018-01-08 01:00:00,0.002159
"374","EUSD",2018-01-09 01:00:00,0.001805
"375","EUSD",2018-01-10 01:00:00,0.001873
"376","EUSD",2018-01-11 01:00:00,0.001595
"377","EUSD",2018-01-12 01:00:00,0.001879
"378","EUSD",2018-01-13 01:00:00,0.0006925
"379","EUSD",2018-01-14 01:00:00,0.005139
"380","EUSD",2018-01-15 01:00:00,0.001995
"381","EUSD",2018-01-16 01:00:00,0.003151
"382","EUSD",2018-01-17 01:00:00,0.002664
"383","EUSD",2018-01-18 01:00:00,0.002502
"384","EUSD",2018-01-19 01:00:00,0.002544
"385","HDG",2017-10-19 02:00:00,0.6763
"386","HDG",2017-10-20 02:00:00,0.8489
"387","HDG",2017-10-21 02:00:00,0.9172
"388","HDG",2017-10-22 02:00:00,0.6639
"389","HDG",2017-10-23 02:00:00,0.6667
"390","HDG",2017-10-24 02:00:00,0.8581
"391","HDG",2017-10-25 02:00:00,2.37
"392","HDG",2017-10-26 02:00:00,1.34
"393","HDG",2017-10-27 02:00:00,1.47
"394","HDG",2017-10-28 02:00:00,1.19
"395","HDG",2017-10-29 02:00:00,1.38
"396","HDG",2017-10-30 01:00:00,1.23
"397","HDG",2017-10-31 01:00:00,1.17
"398","HDG",2017-11-01 01:00:00,0.9551
"399","HDG",2017-11-02 01:00:00,1.04
"400","HDG",2017-11-03 01:00:00,1.07
"401","HDG",2017-11-04 01:00:00,0.9301
"402","HDG",2017-11-05 01:00:00,0.865
"403","HDG",2017-11-06 01:00:00,0.742
"404","HDG",2017-11-07 01:00:00,0.6333
"405","HDG",2017-11-08 01:00:00,1.15
"406","HDG",2017-11-09 01:00:00,1.42
"407","HDG",2017-11-10 01:00:00,1.15
"408","HDG",2017-11-11 01:00:00,1.01
"409","HDG",2017-11-12 01:00:00,1.1
"410","HDG",2017-11-13 01:00:00,1.07
"411","HDG",2017-11-14 01:00:00,1.06
"412","HDG",2017-11-15 01:00:00,1.09
"413","HDG",2017-11-16 01:00:00,0.9249
"414","HDG",2017-11-17 01:00:00,0.8724
"415","HDG",2017-11-18 01:00:00,0.92
"416","HDG",2017-11-19 01:00:00,0.8475
"417","HDG",2017-11-20 01:00:00,0.8715
"418","HDG",2017-11-21 01:00:00,0.8689
"419","HDG",2017-11-22 01:00:00,0.9521
"420","HDG",2017-11-23 01:00:00,1.11
"421","HDG",2017-11-24 01:00:00,1.15
"422","HDG",2017-11-25 01:00:00,1.01
"423","HDG",2017-11-26 01:00:00,1
"424","HDG",2017-11-27 01:00:00,1.09
"425","HDG",2017-11-28 01:00:00,1.04
"426","HDG",2017-11-29 01:00:00,0.8121
"427","HDG",2017-11-30 01:00:00,0.9871
"428","HDG",2017-12-01 01:00:00,1.05
"429","HDG",2017-12-02 01:00:00,0.9755
"430","HDG",2017-12-03 01:00:00,0.9488
"431","HDG",2017-12-04 01:00:00,0.9946
"432","HDG",2017-12-05 01:00:00,0.8716
"433","HDG",2017-12-06 01:00:00,0.8872
"434","HDG",2017-12-07 01:00:00,0.8465
"435","HDG",2017-12-08 01:00:00,0.8312
"436","HDG",2017-12-09 01:00:00,0.8086
"437","HDG",2017-12-10 01:00:00,0.7551
"438","HDG",2017-12-11 01:00:00,0.9342
"439","HDG",2017-12-12 01:00:00,0.7484
"440","HDG",2017-12-13 01:00:00,0.4964
"441","HDG",2017-12-14 01:00:00,0.86
"442","HDG",2017-12-15 01:00:00,0.739
"443","HDG",2017-12-16 01:00:00,0.8591
"444","HDG",2017-12-17 01:00:00,0.9258
"445","HDG",2017-12-18 01:00:00,0.8253
"446","HDG",2017-12-19 01:00:00,0.9831
"447","HDG",2017-12-20 01:00:00,1.12
"448","HDG",2017-12-21 01:00:00,1.26
"449","HDG",2017-12-22 01:00:00,1.18
"450","HDG",2017-12-23 01:00:00,1.48
"451","HDG",2017-12-24 01:00:00,1.69
"452","HDG",2017-12-25 01:00:00,2.32
"453","HDG",2017-12-26 01:00:00,2.11
"454","HDG",2017-12-27 01:00:00,2.8
"455","HDG",2017-12-28 01:00:00,2.74
"456","HDG",2017-12-29 01:00:00,4.1
"457","HDG",2017-12-30 01:00:00,4.24
"458","HDG",2017-12-31 01:00:00,5.52
"459","HDG",2018-01-01 01:00:00,4.92
"460","HDG",2018-01-02 01:00:00,5.56
"461","HDG",2018-01-03 01:00:00,4.47
"462","HDG",2018-01-04 01:00:00,5.59
"463","HDG",2018-01-05 01:00:00,5.2
"464","HDG",2018-01-06 01:00:00,5.56
"465","HDG",2018-01-07 01:00:00,8.38
"466","HDG",2018-01-08 01:00:00,10.1
"467","HDG",2018-01-09 01:00:00,11.73
"468","HDG",2018-01-10 01:00:00,13.61
"469","HDG",2018-01-11 01:00:00,10.41
"470","HDG",2018-01-12 01:00:00,11.99
"471","HDG",2018-01-13 01:00:00,13.07
"472","HDG",2018-01-14 01:00:00,11.17
"473","HDG",2018-01-15 01:00:00,10.41
"474","HDG",2018-01-16 01:00:00,6.4
"475","HDG",2018-01-17 01:00:00,8.52
"476","HDG",2018-01-18 01:00:00,8.81
"477","HDG",2018-01-19 01:00:00,7.12
"478","LIFE",2017-10-21 02:00:00,0.004805
"479","LIFE",2017-10-22 02:00:00,0.0005983
"480","LIFE",2017-10-23 02:00:00,0.0005904
"481","LIFE",2017-10-24 02:00:00,0.0005513
"482","LIFE",2017-10-25 02:00:00,0.0005734
"483","LIFE",2017-10-26 02:00:00,0.0005888
"484","LIFE",2017-10-27 02:00:00,0.0005765
"485","LIFE",2017-10-28 02:00:00,0.0005727
"486","LIFE",2017-10-29 02:00:00,0.0006148
"487","LIFE",2017-10-30 01:00:00,0.0006124
"488","LIFE",2017-10-31 01:00:00,0.0006451
"489","LIFE",2017-11-01 01:00:00,0.0006738
"490","LIFE",2017-11-02 01:00:00,0.0007025
"491","LIFE",2017-11-03 01:00:00,0.0007152
"492","LIFE",2017-11-04 01:00:00,0.0007364
"493","LIFE",2017-11-05 01:00:00,0.000739
"494","LIFE",2017-11-06 01:00:00,0.0006959
"495","LIFE",2017-11-07 01:00:00,0.0007103
"496","LIFE",2017-11-08 01:00:00,0.0007444
"497","LIFE",2017-11-09 01:00:00,0.000713
"498","LIFE",2017-11-10 01:00:00,0.0006566
"499","LIFE",2017-11-11 01:00:00,0.000634
"500","LIFE",2017-11-12 01:00:00,0.0005878
"501","LIFE",2017-11-13 01:00:00,0.0006522
"502","LIFE",2017-11-14 01:00:00,0.0006597
"503","LIFE",2017-11-15 01:00:00,0.0007283
"504","LIFE",2017-11-16 01:00:00,0.0007854
"505","LIFE",2017-11-17 01:00:00,0.00077
"506","LIFE",2017-11-18 01:00:00,0.0007781
"507","LIFE",2017-11-19 01:00:00,0.0008043
"508","LIFE",2017-11-20 01:00:00,0.0008245
"509","LIFE",2017-11-21 01:00:00,0.00081
"510","LIFE",2017-11-22 01:00:00,0.0008235
"511","LIFE",2017-11-23 01:00:00,0.0008013
"512","LIFE",2017-11-24 01:00:00,0.0008201
"513","LIFE",2017-11-25 01:00:00,0.0008755
"514","LIFE",2017-11-26 01:00:00,0.0009318
"515","LIFE",2017-11-27 01:00:00,0.0009733
"516","LIFE",2017-11-28 01:00:00,0.0009906
"517","LIFE",2017-11-29 01:00:00,0.0009838
"518","LIFE",2017-11-30 01:00:00,0.0009947
"519","LIFE",2017-12-01 01:00:00,0.001086
"520","LIFE",2017-12-02 01:00:00,0.001091
"521","LIFE",2017-12-03 01:00:00,0.001125
"522","LIFE",2017-12-04 01:00:00,0.001162
"523","LIFE",2017-12-05 01:00:00,0.001167
"524","LIFE",2017-12-06 01:00:00,0.001375
"525","LIFE",2017-12-07 01:00:00,0.001685
"526","LIFE",2017-12-08 01:00:00,0.001605
"527","LIFE",2017-12-09 01:00:00,0.001484
"528","LIFE",2017-12-10 01:00:00,0.001506
"529","LIFE",2017-12-11 01:00:00,0.001673
"530","LIFE",2017-12-12 01:00:00,0.001708
"531","LIFE",2017-12-13 01:00:00,0.001629
"532","LIFE",2017-12-14 01:00:00,0.001647
"533","LIFE",2017-12-15 01:00:00,0.00176
"534","LIFE",2017-12-16 01:00:00,0.001935
"535","LIFE",2017-12-17 01:00:00,0.001907
"536","LIFE",2017-12-18 01:00:00,0.001897
"537","LIFE",2017-12-19 01:00:00,0.001752
"538","LIFE",2017-12-20 01:00:00,0.001646
"539","LIFE",2017-12-21 01:00:00,0.001563
"540","LIFE",2017-12-22 01:00:00,0.001366
"541","LIFE",2017-12-23 01:00:00,0.00144
