"","symbol","time","close"
"1","CTIC3",2017-10-12 02:00:00,22.82
"2","CTIC3",2017-10-13 02:00:00,16.96
"3","CTIC3",2017-10-14 02:00:00,9.14
"4","CTIC3",2017-10-15 02:00:00,9.67
"5","CTIC3",2017-10-16 02:00:00,20.61
"6","CTIC3",2017-10-17 02:00:00,20.04
"7","CTIC3",2017-10-18 02:00:00,19.57
"8","CTIC3",2017-10-19 02:00:00,17.59
"9","CTIC3",2017-10-20 02:00:00,20.38
"10","CTIC3",2017-10-21 02:00:00,20.42
"11","CTIC3",2017-10-22 02:00:00,20.34
"12","CTIC3",2017-10-23 02:00:00,20.66
"13","CTIC3",2017-10-24 02:00:00,19.3
"14","CTIC3",2017-10-25 02:00:00,19.15
"15","CTIC3",2017-10-26 02:00:00,41.07
"16","CTIC3",2017-10-27 02:00:00,39.78
"17","CTIC3",2017-10-28 02:00:00,36.18
"18","CTIC3",2017-10-29 02:00:00,35.04
"19","CTIC3",2017-10-30 01:00:00,35.1
"20","CTIC3",2017-10-31 01:00:00,36.97
"21","CTIC3",2017-11-01 01:00:00,33.02
"22","CTIC3",2017-11-02 01:00:00,22.79
"23","CTIC3",2017-11-03 01:00:00,23.2
"24","CTIC3",2017-11-04 01:00:00,23.89
"25","CTIC3",2017-11-05 01:00:00,22.83
"26","CTIC3",2017-11-06 01:00:00,21.5
"27","CTIC3",2017-11-07 01:00:00,0.135
"28","CTIC3",2017-11-08 01:00:00,0.05993
"29","CTIC3",2017-11-09 01:00:00,0.01212
"30","CTIC3",2017-11-10 01:00:00,0.007288
"31","CTIC3",2017-11-11 01:00:00,0.005769
"32","CTIC3",2017-11-12 01:00:00,0.00529
"33","CTIC3",2017-11-13 01:00:00,0.005805
"34","CTIC3",2017-11-14 01:00:00,0.005476
"35","CTIC3",2017-11-15 01:00:00,0.003277
"36","CTIC3",2017-11-16 01:00:00,0.003691
"37","CTIC3",2017-11-17 01:00:00,0.002156
"38","CTIC3",2017-11-18 01:00:00,0.003657
"39","CTIC3",2017-11-19 01:00:00,0.002734
"40","CTIC3",2017-11-20 01:00:00,0.002473
"41","CTIC3",2017-11-21 01:00:00,0.002268
"42","CTIC3",2017-11-22 01:00:00,0.003047
"43","CTIC3",2017-11-23 01:00:00,0.002885
"44","CTIC3",2017-11-24 01:00:00,0.00328
"45","CTIC3",2017-11-25 01:00:00,0.003589
"46","CTIC3",2017-11-26 01:00:00,0.002982
"47","CTIC3",2017-11-27 01:00:00,0.003504
"48","CTIC3",2017-11-28 01:00:00,0.003566
"49","CTIC3",2017-11-29 01:00:00,0.003443
"50","CTIC3",2017-11-30 01:00:00,0.003581
"51","CTIC3",2017-12-01 01:00:00,0.003802
"52","CTIC3",2017-12-02 01:00:00,0.003383
"53","CTIC3",2017-12-03 01:00:00,0.003824
"54","CTIC3",2017-12-04 01:00:00,0.003487
"55","CTIC3",2017-12-05 01:00:00,0.00385
"56","CTIC3",2017-12-06 01:00:00,0.003162
"57","CTIC3",2017-12-07 01:00:00,0.005561
"58","CTIC3",2017-12-08 01:00:00,0.01589
"59","CTIC3",2017-12-09 01:00:00,0.01039
"60","CTIC3",2017-12-10 01:00:00,0.006777
"61","CTIC3",2017-12-11 01:00:00,0.01021
"62","CTIC3",2017-12-12 01:00:00,0.007688
"63","CTIC3",2017-12-13 01:00:00,0.004886
"64","CTIC3",2017-12-14 01:00:00,0.006422
"65","CTIC3",2017-12-15 01:00:00,0.008802
"66","CTIC3",2017-12-16 01:00:00,0.006771
"67","CTIC3",2017-12-17 01:00:00,0.006292
"68","CTIC3",2017-12-18 01:00:00,0.006261
"69","CTIC3",2017-12-19 01:00:00,0.004556
"70","CTIC3",2017-12-20 01:00:00,0.003951
"71","CTIC3",2017-12-21 01:00:00,0.005002
"72","CTIC3",2017-12-22 01:00:00,0.003826
"73","CTIC3",2017-12-23 01:00:00,0.004895
"74","CTIC3",2017-12-24 01:00:00,0.004551
"75","CTIC3",2017-12-25 01:00:00,0.005118
"76","CTIC3",2017-12-26 01:00:00,0.006933
"77","CTIC3",2017-12-27 01:00:00,0.007708
"78","CTIC3",2017-12-28 01:00:00,0.01008
"79","CTIC3",2017-12-29 01:00:00,0.01324
"80","CTIC3",2017-12-30 01:00:00,0.01115
"81","CTIC3",2017-12-31 01:00:00,0.01233
"82","CTIC3",2018-01-01 01:00:00,0.0164
"83","CTIC3",2018-01-02 01:00:00,0.03807
"84","CTIC3",2018-01-03 01:00:00,0.03334
"85","CTIC3",2018-01-04 01:00:00,0.04311
"86","CTIC3",2018-01-05 01:00:00,0.05375
"87","CTIC3",2018-01-06 01:00:00,0.06749
"88","CTIC3",2018-01-07 01:00:00,0.08487
"89","CTIC3",2018-01-08 01:00:00,0.05676
"90","CTIC3",2018-01-09 01:00:00,0.05802
"91","CTIC3",2018-01-10 01:00:00,0.06356
"92","CTIC3",2018-01-11 01:00:00,0.0326
"93","CTIC3",2018-01-12 01:00:00,0.03017
"94","CTIC3",2018-01-13 01:00:00,0.04031
"95","CTIC3",2018-01-14 01:00:00,0.0326
"96","CTIC3",2018-01-15 01:00:00,0.03967
"97","CTIC3",2018-01-16 01:00:00,0.02821
"98","CTIC3",2018-01-17 01:00:00,0.02969
"99","CTIC3",2018-01-18 01:00:00,0.03107
"100","CTIC3",2018-01-19 01:00:00,0.03824
"101","BLUE",2017-10-19 02:00:00,0.001559
"102","BLUE",2017-10-20 02:00:00,0.002122
"103","BLUE",2017-10-21 02:00:00,0.006291
"104","BLUE",2017-10-22 02:00:00,0.003029
"105","BLUE",2017-10-23 02:00:00,0.00542
"106","BLUE",2017-10-24 02:00:00,0.004803
"107","BLUE",2017-10-25 02:00:00,0.01393
"108","BLUE",2017-10-26 02:00:00,0.01389
"109","BLUE",2017-10-27 02:00:00,0.01037
"110","BLUE",2017-10-28 02:00:00,0.01085
"111","BLUE",2017-10-29 02:00:00,0.01198
"112","BLUE",2017-10-30 01:00:00,0.01503
"113","BLUE",2017-10-31 01:00:00,0.01237
"114","BLUE",2017-11-01 01:00:00,0.008685
"115","BLUE",2017-11-02 01:00:00,0.008548
"116","BLUE",2017-11-03 01:00:00,0.01066
"117","BLUE",2017-11-04 01:00:00,0.0138
"118","BLUE",2017-11-05 01:00:00,0.01588
"119","BLUE",2017-11-06 01:00:00,0.01546
"120","BLUE",2017-11-07 01:00:00,0.0155
"121","BLUE",2017-11-08 01:00:00,0.0154
"122","BLUE",2017-11-09 01:00:00,0.01438
"123","BLUE",2017-11-10 01:00:00,0.01648
"124","BLUE",2017-11-11 01:00:00,0.02411
"125","BLUE",2017-11-12 01:00:00,0.03397
"126","BLUE",2017-11-13 01:00:00,0.03108
"127","BLUE",2017-11-14 01:00:00,0.02845
"128","BLUE",2017-11-15 01:00:00,0.02484
"129","BLUE",2017-11-16 01:00:00,0.02352
"130","BLUE",2017-11-17 01:00:00,0.0199
"131","BLUE",2017-11-18 01:00:00,0.02115
"132","BLUE",2017-11-19 01:00:00,0.02028
"133","BLUE",2017-11-20 01:00:00,0.02096
"134","BLUE",2017-11-21 01:00:00,0.02239
"135","BLUE",2017-11-22 01:00:00,0.02748
"136","BLUE",2017-11-23 01:00:00,0.03736
"137","BLUE",2017-11-24 01:00:00,0.04281
"138","BLUE",2017-11-25 01:00:00,0.04832
"139","BLUE",2017-11-26 01:00:00,0.09646
"140","BLUE",2017-11-27 01:00:00,0.07471
"141","BLUE",2017-11-29 01:00:00,0.09403
"142","BLUE",2017-11-30 01:00:00,0.09667
"143","BLUE",2017-12-01 01:00:00,0.1616
"144","BLUE",2017-12-02 01:00:00,0.2118
"145","BLUE",2017-12-03 01:00:00,0.323
"146","BLUE",2017-12-04 01:00:00,0.4669
"147","BLUE",2017-12-05 01:00:00,0.348
"148","BLUE",2017-12-06 01:00:00,0.3063
"149","BLUE",2017-12-07 01:00:00,0.2186
"150","BLUE",2017-12-08 01:00:00,0.2557
"151","BLUE",2017-12-09 01:00:00,0.2081
"152","BLUE",2017-12-10 01:00:00,0.2575
"153","BLUE",2017-12-11 01:00:00,0.2566
"154","BLUE",2017-12-12 01:00:00,0.2429
"155","BLUE",2017-12-13 01:00:00,0.1864
"156","BLUE",2017-12-14 01:00:00,0.2636
"157","BLUE",2017-12-15 01:00:00,0.2908
"158","BLUE",2017-12-16 01:00:00,0.388
"159","BLUE",2017-12-17 01:00:00,0.3589
"160","BLUE",2017-12-18 01:00:00,0.3144
"161","BLUE",2017-12-19 01:00:00,0.3412
"162","BLUE",2017-12-20 01:00:00,0.5754
"163","BLUE",2017-12-21 01:00:00,0.5932
"164","BLUE",2017-12-22 01:00:00,0.4934
"165","BLUE",2017-12-23 01:00:00,0.6696
"166","BLUE",2017-12-24 01:00:00,0.5811
"167","BLUE",2017-12-25 01:00:00,0.5048
"168","BLUE",2017-12-26 01:00:00,0.4822
"169","BLUE",2017-12-27 01:00:00,0.4366
"170","BLUE",2017-12-28 01:00:00,0.4157
"171","BLUE",2017-12-29 01:00:00,0.477
"172","BLUE",2017-12-30 01:00:00,0.4685
"173","BLUE",2017-12-31 01:00:00,0.4591
"174","BLUE",2018-01-01 01:00:00,0.4235
"175","BLUE",2018-01-02 01:00:00,0.4882
"176","BLUE",2018-01-03 01:00:00,0.6117
"177","BLUE",2018-01-04 01:00:00,0.7086
"178","BLUE",2018-01-05 01:00:00,0.7542
"179","BLUE",2018-01-06 01:00:00,0.8353
"180","BLUE",2018-01-07 01:00:00,1.02
"181","BLUE",2018-01-08 01:00:00,1.49
"182","BLUE",2018-01-09 01:00:00,2.06
"183","BLUE",2018-01-10 01:00:00,1.56
"184","BLUE",2018-01-11 01:00:00,1.42
"185","BLUE",2018-01-12 01:00:00,1.63
"186","BLUE",2018-01-13 01:00:00,1.39
"187","BLUE",2018-01-14 01:00:00,1.36
"188","BLUE",2018-01-15 01:00:00,1.15
"189","BLUE",2018-01-16 01:00:00,0.8875
"190","BLUE",2018-01-17 01:00:00,0.871
"191","BLUE",2018-01-18 01:00:00,0.9117
"192","BLUE",2018-01-19 01:00:00,0.8156
"193","ETG",2017-10-16 02:00:00,0.2005
"194","ETG",2017-10-17 02:00:00,0.003161
"195","ETG",2017-10-18 02:00:00,0.006177
"196","ETG",2017-10-19 02:00:00,0.1231
"197","ETG",2017-10-20 02:00:00,0.01546
"198","ETG",2017-10-21 02:00:00,0.02903
"199","ETG",2017-10-22 02:00:00,0.0294
"200","ETG",2017-10-23 02:00:00,0.03395
"201","ETG",2017-10-24 02:00:00,0.03261
"202","ETG",2017-10-25 02:00:00,0.1778
"203","ETG",2017-10-26 02:00:00,0.09575
"204","ETG",2017-10-27 02:00:00,0.06224
"205","ETG",2017-10-28 02:00:00,0.0792
"206","ETG",2017-10-29 02:00:00,0.05759
"207","ETG",2017-10-30 01:00:00,0.04786
"208","ETG",2017-10-31 01:00:00,0.04494
"209","ETG",2017-11-01 01:00:00,0.02897
"210","ETG",2017-11-02 01:00:00,0.0371
"211","ETG",2017-11-03 01:00:00,0.03959
"212","ETG",2017-11-04 01:00:00,0.0291
"213","ETG",2017-11-05 01:00:00,0.07406
"214","ETG",2017-11-06 01:00:00,0.05506
"215","ETG",2017-11-07 01:00:00,0.05428
"216","ETG",2017-11-08 01:00:00,0.04918
"217","ETG",2017-11-09 01:00:00,0.05754
"218","ETG",2017-11-10 01:00:00,0.04601
"219","ETG",2017-11-11 01:00:00,0.07856
"220","ETG",2017-11-12 01:00:00,0.05202
"221","ETG",2017-11-13 01:00:00,0.06607
"222","ETG",2017-11-14 01:00:00,0.03685
"223","ETG",2017-11-15 01:00:00,0.04077
"224","ETG",2017-11-16 01:00:00,0.018
"225","ETG",2017-11-17 01:00:00,0.02524
"226","ETG",2017-11-18 01:00:00,0.02628
"227","ETG",2017-11-19 01:00:00,0.0199
"228","ETG",2017-11-20 01:00:00,0.03126
"229","ETG",2017-11-21 01:00:00,0.02215
"230","ETG",2017-11-22 01:00:00,0.02222
"231","ETG",2017-11-23 01:00:00,0.02372
"232","ETG",2017-11-24 01:00:00,0.009888
"233","ETG",2017-11-25 01:00:00,0.02654
"234","ETG",2017-11-26 01:00:00,0.04611
"235","ETG",2017-11-27 01:00:00,0.07984
"236","ETG",2017-11-28 01:00:00,0.03404
"237","ETG",2017-11-29 01:00:00,0.02706
"238","ETG",2017-11-30 01:00:00,0.05218
"239","ETG",2017-12-01 01:00:00,0.02908
"240","ETG",2017-12-02 01:00:00,0.02839
"241","ETG",2017-12-03 01:00:00,0.03924
"242","ETG",2017-12-04 01:00:00,0.03432
"243","ETG",2017-12-05 01:00:00,0.03632
"244","ETG",2017-12-06 01:00:00,0.03549
"245","ETG",2017-12-07 01:00:00,0.03917
"246","ETG",2017-12-08 01:00:00,0.04016
"247","ETG",2017-12-09 01:00:00,0.0383
"248","ETG",2017-12-10 01:00:00,0.03274
"249","ETG",2017-12-11 01:00:00,0.04729
"250","ETG",2017-12-12 01:00:00,0.04925
"251","ETG",2017-12-13 01:00:00,0.03495
"252","ETG",2017-12-14 01:00:00,0.06172
"253","ETG",2017-12-15 01:00:00,0.08896
"254","ETG",2017-12-16 01:00:00,0.05612
"255","ETG",2017-12-17 01:00:00,0.05097
"256","ETG",2017-12-18 01:00:00,0.07231
"257","ETG",2017-12-19 01:00:00,0.02845
"258","ETG",2017-12-20 01:00:00,0.03996
"259","ETG",2017-12-21 01:00:00,0.04815
"260","ETG",2017-12-22 01:00:00,0.04013
"261","ETG",2017-12-23 01:00:00,0.0421
"262","ETG",2017-12-24 01:00:00,0.04066
"263","ETG",2017-12-25 01:00:00,0.03616
"264","ETG",2017-12-26 01:00:00,0.05989
"265","ETG",2017-12-27 01:00:00,0.04699
"266","ETG",2017-12-28 01:00:00,0.1204
"267","ETG",2017-12-29 01:00:00,0.2115
"268","ETG",2017-12-30 01:00:00,0.1732
"269","ETG",2017-12-31 01:00:00,0.1201
"270","ETG",2018-01-01 01:00:00,0.08923
"271","ETG",2018-01-02 01:00:00,0.2062
"272","ETG",2018-01-03 01:00:00,0.1976
"273","ETG",2018-01-04 01:00:00,0.119
"274","ETG",2018-01-05 01:00:00,0.1441
"275","ETG",2018-01-06 01:00:00,0.1228
"276","ETG",2018-01-07 01:00:00,0.1352
"277","ETG",2018-01-08 01:00:00,0.1363
"278","ETG",2018-01-09 01:00:00,0.1521
"279","ETG",2018-01-10 01:00:00,0.1471
"280","ETG",2018-01-11 01:00:00,0.148
"281","ETG",2018-01-12 01:00:00,0.2522
"282","ETG",2018-01-13 01:00:00,0.4155
"283","ETG",2018-01-14 01:00:00,0.2719
"284","ETG",2018-01-15 01:00:00,0.3785
"285","ETG",2018-01-16 01:00:00,0.3676
"286","ETG",2018-01-17 01:00:00,0.3381
"287","ETG",2018-01-18 01:00:00,0.3242
"288","ETG",2018-01-19 01:00:00,0.3816
"289","EUSD",2017-10-16 02:00:00,0.009993
"290","EUSD",2017-10-17 02:00:00,0.008852
"291","EUSD",2017-10-18 02:00:00,0.00972
"292","EUSD",2017-10-19 02:00:00,0.009222
"293","EUSD",2017-10-20 02:00:00,0.009153
"294","EUSD",2017-10-21 02:00:00,0.009586
"295","EUSD",2017-10-22 02:00:00,0.007645
"296","EUSD",2017-10-23 02:00:00,0.005049
"297","EUSD",2017-10-24 02:00:00,0.004448
"298","EUSD",2017-10-25 02:00:00,0.002193
"299","EUSD",2017-10-26 02:00:00,0.005172
"300","EUSD",2017-10-27 02:00:00,0.004445
"301","EUSD",2017-10-28 02:00:00,0.003667
"302","EUSD",2017-10-29 02:00:00,0.003338
